     -267.9062688236    14303.7073065205     1      910.7055320920     1404.7444034887     2170.8237649301
     -268.0046568158    14300.9815382471     1      641.8138181648     1884.8084672523     2144.3146378186
     -267.6564491073    14300.2412365874     1      892.0510102309     1264.8150305450     1902.4375320079
     -267.6950642937    14300.0060366382     1      816.6307369317     1668.7351307911     2136.5708578181
     -268.0585485623    14302.6980920274     1      752.2797278664     1854.3645315937     2345.2547949471
     -267.9545906671    14301.6067668933     1      769.6825503664     1817.5027239749     2334.3735334500
     -267.6249740634    14300.3733889852     1      717.8049977194     1752.6719678620     2153.5742145647
     -265.5685605990    14292.0134398919     1     1067.1475351250     1521.1725172047     2137.9348096826
     -267.4455809519    14300.9846813584     1      832.2065236261     1672.2618410528     1943.6108611469
     -265.8403103113    14296.0686767793     1     1046.8074602182     1223.1311218372     2107.5250362735
     -266.5094871350    14300.5795472817     1     1031.8677632927     1164.9099364955     1762.1257221049
     -267.3364569626    14301.1170353853     1      790.3721111936     1492.3014814049     1959.0769612615
     -267.8006441186    14301.0954405360     1      798.5614934922     1704.7385223202     2147.1739501450
     -267.1497628480    14301.9332593799     1      830.9806773990     1452.0116928172     1701.8321900076
     -266.2860412691    14298.3510229906     1      893.5645919172     1382.9052094225     1901.2966588058
     -266.3353910049    14303.3475053797     1      672.5325904427     1449.9055048906     1662.6845114126
     -266.1737071384    14300.6784242777     1      879.9482485440     1457.5497871691     2229.6015104173
     -267.5575961490    14301.2955366992     1      826.9279080277     1481.1756116500     1647.7517636204
     -266.8875969199    14301.0693951330     1      811.9040679687     1250.1412664698     1712.2476786376
     -265.3100469529    14291.0470118399     1      792.4329612791     1640.2074945271     2293.6038114395
     -266.7371305091    14304.2781222495     1      716.1476607205     1436.6395232735     1691.6881411970
     -267.2672788974    14300.0632856252     1      800.8402705986     1731.9198993853     2047.4037922617
     -265.5866937776    14298.8255201753     1      926.2038446556     1586.8356471307     1936.2914158571
     -266.3647808725    14303.3231720170     1      866.1125987126     1497.1157310441     1748.6302681887
     -266.0448121418    14299.2032953565     1      926.8033929489     1381.7091355864     2013.2248301234
     -267.1397365125    14300.7215283451     1      858.0819515777     1699.7533564322     2008.4067075982
     -266.5211911715    14299.5275031247     1     1016.5129354995     1109.3242508353     1724.2736057293
     -266.1740559752    14296.6979883744     1      967.2174618905     1427.9969162706     2283.9746942201
     -267.1393131276    14308.5051775824     1      721.5189133249     1166.4933298067     1408.0351713933
     -266.1624618270    14294.0847827772     1     1164.3452406165     1513.6063930447     2543.6842167048
     -267.7967495398    14302.3939921273     1      783.7458490672     1711.9794075351     2217.7530370885
     -267.8791585191    14301.8470656782     1      586.2616722514     1993.5665473900     2313.9031251363
     -266.4263493168    14297.0983695673     1     1026.3747108417     1420.1542279083     1931.0345353817
     -265.9889262164    14296.8318937728     1      766.3025117680     1453.9868810537     1804.6662850129
     -266.1260932721    14294.7921771867     1     1163.4426898844     1532.7808669420     2555.7340586930
     -268.2796630673    14309.5783798368     1      704.5981784493     1416.8596866024     1627.5054573105
     -266.7576624474    14306.0843233600     1      606.0321514852     1381.9148671227     1516.3174371206
     -266.4440586044    14302.0693661676     1      698.5759880092     1926.2794339382     2353.2120875583
     -266.9087603776    14303.3754620817     1      653.1754593747     1446.6560403876     1722.2653891022
     -265.8656333678    14292.4179860209     1     1123.0259470985     1315.6322615726     2292.1351211614
     -267.2127642127    14302.6276480784     1      626.0778917897     1958.7769482626     2328.3220528834
     -266.2511818262    14302.5014277700     1      989.3580308402     1205.8643256136     2031.6162767269
     -267.2398465805    14300.9936131312     1      657.0142004147     1828.5981485240     2196.0373252397
     -265.6303881257    14295.1452704990     1     1076.4734037545     1581.6516779152     2413.9778910166
     -266.9451758559    14300.4234127176     1      760.2876727366     1883.7318126690     2362.3297378276
     -265.9763702575    14300.0891197739     1      994.9342750990     1607.7004541741     2490.6997642612
     -265.6386712084    14298.2680771556     1     1044.9964712875     1307.1744693198     2228.2548106137
     -266.4039694015    14300.9575946284     1      816.1538803436     1414.5700544577     1761.3118484312
     -265.6000383210    14292.2879812194     1     1087.5776636935     1260.1734087547     2199.1388295400
     -266.3712092765    14298.9267009833     1      969.2284734723     1293.3451591109     2130.2153167677
     -267.5304804406    14303.3490616946     1      790.7235424328     1755.3571859924     1952.0170302033
